sku,sales-channel,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-22,2020-02-23,2020-02-18,2020-01-19,2020-01-20,2020-01-21,2020-01-26,2020-01-27,2020-01-30,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-09,2020-02-11,2020-02-12,2020-02-15,2020-02-17,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-01-23,2020-01-24,2020-01-25,2020-01-28,2020-01-31,2020-02-08,2020-02-10,2020-02-01,2020-02-14,2020-01-29,2020-02-13,2020-02-19,2020-02-22,2020-03-03,2020-02-16
GG-IC3J-H62N,Non-Amazon,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG-IC3J-H62N,"SI UK Prod Marketplace",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,7,2,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
GG-IC3J-H62N,Amazon.es,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,1,3,1,0,1,1,0,0,0,2,4,0,1,2,2,0,0,2,1,1,1,0,0,1,2,2,0,0,1,0
GG-IC3J-H62N,Amazon.co.uk,5,7,8,4,8,10,3,16,12,13,8,14,9,14,16,10,8,15,9,9,13,17,14,16,11,9,17,12,8,11,9,18,11,14,13,9,12,4,4,7,18,7,16,12,13,9,4,11,8,9,7,6
GG-IC3J-H62N,"SI Prod ES Marketplace",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG-IC3J-H62N,Amazon.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG-IC3J-H62N,"SI Prod IT Marketplace",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
IL-UK-PHOSPH,Amazon.fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-PHOSPH,Amazon.it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-PHOSPH,Non-Amazon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-PHOSPH,"SI UK Prod Marketplace",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0
IL-UK-PHOSPH,Amazon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-PHOSPH,Amazon.co.uk,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,0,2,0,1,0,0,1,0,8,5,2,2,2,2,0,2,2,3,2,2,2,0,0,1,3,1,2,0,2,1,1,2,0,1,4,3,0
IL-UK-PHOSPH,"SI Prod ES Marketplace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-PHOSPH,Amazon.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-PHOSPH,"SI Prod IT Marketplace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-WOMPRO,Amazon.fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-WOMPRO,Amazon.it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-WOMPRO,Non-Amazon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-WOMPRO,"SI UK Prod Marketplace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-WOMPRO,Amazon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-WOMPRO,Amazon.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
IL-UK-WOMPRO,"SI Prod ES Marketplace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-WOMPRO,Amazon.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL-UK-WOMPRO,"SI Prod IT Marketplace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JT-2I3C-00JU,Amazon.fr,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JT-2I3C-00JU,Amazon.it,4,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JT-2I3C-00JU,Non-Amazon,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JT-2I3C-00JU,"SI UK Prod Marketplace",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JT-2I3C-00JU,Amazon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JT-2I3C-00JU,Amazon.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JT-2I3C-00JU,"SI Prod ES Marketplace",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JT-2I3C-00JU,Amazon.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JT-2I3C-00JU,"SI Prod IT Marketplace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L0-O2YK-D8O8,Amazon.fr,2,1,1,1,2,5,10,1,2,2,0,3,1,0,2,2,3,3,2,3,1,11,1,3,0,4,4,1,2,1,0,4,1,2,10,3,4,5,3,1,0,2,3,4,3,1,2,2,5,2,1,5
L0-O2YK-D8O8,Amazon.it,7,8,5,13,9,10,1,2,6,9,6,6,3,2,4,7,14,15,9,9,18,10,8,11,16,17,12,9,5,8,18,6,7,6,6,9,4,19,8,1,15,16,5,15,2,11,6,11,9,6,8,6
L0-O2YK-D8O8,Non-Amazon,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,2,0,0,1,0
L0-O2YK-D8O8,"SI UK Prod Marketplace",1,0,1,4,0,2,1,0,0,2,1,1,11,4,0,1,2,1,2,2,1,3,5,1,2,2,2,6,0,0,8,1,3,0,0,1,0,2,3,0,2,1,6,5,0,1,0,0,2,1,0,0
